COUNTRY,Treaty Description,Treaty Name,Signature Date,"Ratification Date, Accession(a), Succession(d) Date"
Sao Tome and Principe,International Covenant on Civil and Political Rights,CCPR,31 Oct 1995,10 Jan 2017
Saudi Arabia,International Covenant on Civil and Political Rights,CCPR,,
Senegal,International Covenant on Civil and Political Rights,CCPR,06 Jul 1970,13 Feb 1978
Serbia,International Covenant on Civil and Political Rights,CCPR,,12 Mar 2001 (d)
Seychelles,International Covenant on Civil and Political Rights,CCPR,,05 May 1992 (a)
Sierra Leone,International Covenant on Civil and Political Rights,CCPR,,23 Aug 1996 (a)
Singapore,International Covenant on Civil and Political Rights,CCPR,,
Slovakia,International Covenant on Civil and Political Rights,CCPR,,28 May 1993 (d)
Slovenia,International Covenant on Civil and Political Rights,CCPR,,06 Jul 1992 (d)
Solomon Islands,International Covenant on Civil and Political Rights,CCPR,,
Somalia,International Covenant on Civil and Political Rights,CCPR,,24 Jan 1990 (a)
South Africa,International Covenant on Civil and Political Rights,CCPR,03 Oct 1994,10 Dec 1998
South Sudan,International Covenant on Civil and Political Rights,CCPR,,
Spain,International Covenant on Civil and Political Rights,CCPR,28 Sep 1976,27 Apr 1977
Sri Lanka,International Covenant on Civil and Political Rights,CCPR,,11 Jun 1980 (a)
State of Palestine,International Covenant on Civil and Political Rights,CCPR,,02 Apr 2014 (a)
Sudan,International Covenant on Civil and Political Rights,CCPR,,18 Mar 1986 (a)
Suriname,International Covenant on Civil and Political Rights,CCPR,,28 Dec 1976 (a)
Sweden,International Covenant on Civil and Political Rights,CCPR,29 Sep 1967,06 Dec 1971
Switzerland,International Covenant on Civil and Political Rights,CCPR,,18 Jun 1992 (a)
Syrian Arab Republic,International Covenant on Civil and Political Rights,CCPR,,21 Apr 1969 (a)
Tajikistan,International Covenant on Civil and Political Rights,CCPR,,04 Jan 1999 (a)
Thailand,International Covenant on Civil and Political Rights,CCPR,,29 Oct 1996 (a)
Timor-Leste,International Covenant on Civil and Political Rights,CCPR,,18 Sep 2003 (a)
Togo,International Covenant on Civil and Political Rights,CCPR,,24 May 1984 (a)
Tonga,International Covenant on Civil and Political Rights,CCPR,,
Trinidad and Tobago,International Covenant on Civil and Political Rights,CCPR,,21 Dec 1978 (a)
Tunisia,International Covenant on Civil and Political Rights,CCPR,30 Apr 1968,18 Mar 1969
TГјrkiye,International Covenant on Civil and Political Rights,CCPR,15 Aug 2000,23 Sep 2003
Turkmenistan,International Covenant on Civil and Political Rights,CCPR,,01 May 1997 (a)
Tuvalu,International Covenant on Civil and Political Rights,CCPR,,
Uganda,International Covenant on Civil and Political Rights,CCPR,,21 Jun 1995 (a)
Ukraine,International Covenant on Civil and Political Rights,CCPR,20 Mar 1968,12 Nov 1973
United Arab Emirates,International Covenant on Civil and Political Rights,CCPR,,
United Kingdom of Great Britain and Northern Ireland,International Covenant on Civil and Political Rights,CCPR,16 Sep 1968,20 May 1976
United Republic of Tanzania,International Covenant on Civil and Political Rights,CCPR,,11 Jun 1976 (a)
United States of America,International Covenant on Civil and Political Rights,CCPR,05 Oct 1977,08 Jun 1992
Uruguay,International Covenant on Civil and Political Rights,CCPR,21 Feb 1967,01 Apr 1970
Uzbekistan,International Covenant on Civil and Political Rights,CCPR,,28 Sep 1995 (a)
Vanuatu,International Covenant on Civil and Political Rights,CCPR,29 Nov 2007,21 Nov 2008
Venezuela (Bolivarian Republic of),International Covenant on Civil and Political Rights,CCPR,24 Jun 1969,10 May 1978
Viet Nam,International Covenant on Civil and Political Rights,CCPR,,24 Sep 1982 (a)
Yemen,International Covenant on Civil and Political Rights,CCPR,,09 Feb 1987 (a)
Zambia,International Covenant on Civil and Political Rights,CCPR,,10 Apr 1984 (a)
Zimbabwe,International Covenant on Civil and Political Rights,CCPR,,13 May 1991 (a)
Afghanistan,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Albania,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,17 Oct 2007 (a)
Algeria,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Andorra,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,05 Aug 2002,22 Sep 2006
Angola,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,24 Sep 2013,02 Oct 2019
Antigua and Barbuda,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Argentina,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,20 Dec 2006,02 Sep 2008
Armenia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,26 Sep 2019,18 Mar 2021
Australia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,02 Oct 1990 (a)
Austria,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,08 Apr 1991,02 Mar 1993
Azerbaijan,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,22 Jan 1999 (a)
Bahamas,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Bahrain,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Bangladesh,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Barbados,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Belarus,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Belgium,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,12 Jul 1990,08 Dec 1998
Belize,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Benin,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,05 Jul 2012 (a)
Bhutan,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Bolivia (Plurinational State of),Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,12 Jul 2013 (a)
Bosnia and Herzegovina,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,07 Sep 2000,16 Mar 2001
Botswana,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Brazil,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,25 Sep 2009 (a)
Brunei Darussalam,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Bulgaria,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,11 Mar 1999,10 Aug 1999
Burkina Faso,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Burundi,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Cabo Verde,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,19 May 2000 (a)
Cambodia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Cameroon,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Canada,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,25 Nov 2005 (a)
Central African Republic,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Chad,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Chile,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,15 Nov 2001,26 Sep 2008
China,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Colombia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,05 Aug 1997 (a)
Comoros,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Congo,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Cook Islands,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Costa Rica,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,14 Feb 1990,05 Jun 1998
CГґte d'Ivoire,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Croatia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,12 Oct 1995 (a)
Cuba,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Cyprus,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,10 Sep 1999 (a)
Czech Republic,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,15 Jun 2004 (a)
Democratic People's Republic of Korea,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Democratic Republic of the Congo,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Denmark,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,13 Feb 1990,24 Feb 1994
Djibouti,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,05 Nov 2002 (a)
Dominica,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Dominican Republic,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,21 Sep 2016 (a)
Ecuador,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,23 Feb 1993 (a)
Egypt,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
El Salvador,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,08 Apr 2014 (a)
Equatorial Guinea,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Eritrea,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Estonia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,30 Jan 2004 (a)
Eswatini,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Ethiopia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Fiji,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Finland,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,13 Feb 1990,04 Apr 1991
France,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,02 Oct 2007 (a)
Gabon,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,02 Apr 2014 (a)
Gambia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,20 Sep 2017,28 Sep 2018
Georgia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,22 Mar 1999 (a)
Germany,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,13 Feb 1990,18 Aug 1992
Ghana,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Greece,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,05 May 1997 (a)
Grenada,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Guatemala,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Guinea,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Guinea-Bissau,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,12 Sep 2000,24 Sep 2013
Guyana,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Haiti,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Holy See,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Honduras,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,10 May 1990,01 Apr 2008
Hungary,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,24 Feb 1994 (a)
Iceland,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,30 Jan 1991,02 Apr 1991
India,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Indonesia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Iran (Islamic Republic of),Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Iraq,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Ireland,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,18 Jun 1993 (a)
Israel,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Italy,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,13 Feb 1990,14 Feb 1995
Jamaica,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Japan,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Jordan,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Kazakhstan,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,23 Sep 2020,24 Mar 2022
Kenya,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Kiribati,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Kuwait,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Kyrgyzstan,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,06 Dec 2010 (a)
Lao People's Democratic Republic,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Latvia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,19 Apr 2013 (a)
Lebanon,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Lesotho,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Liberia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,16 Sep 2005 (a)
Libya,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Liechtenstein,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,10 Dec 1998 (a)
Lithuania,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,08 Sep 2000,27 Mar 2002
Luxembourg,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,13 Feb 1990,12 Feb 1992
Madagascar,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,24 Sep 2012,21 Sep 2017
Malawi,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Malaysia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Maldives,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Mali,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Malta,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,29 Dec 1994 (a)
Marshall Islands,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Mauritania,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Mauritius,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Mexico,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,26 Sep 2007 (a)
Micronesia (Federated States of),Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Monaco,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,28 Mar 2000 (a)
Mongolia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,13 Mar 2012 (a)
Montenegro,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,23 Oct 2006 (d)
Morocco,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Mozambique,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,21 Jul 1993 (a)
Myanmar,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Namibia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,28 Nov 1994 (a)
Nauru,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Nepal,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,04 Mar 1998 (a)
Netherlands,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,09 Aug 1990,26 Mar 1991
New Zealand,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,22 Feb 1990,22 Feb 1990
Nicaragua,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,21 Feb 1990,25 Feb 2009
Niger,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Nigeria,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Niue,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
North Macedonia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,26 Jan 1995 (a)
Norway,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,13 Feb 1990,05 Sep 1991
Oman,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Pakistan,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Palau,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Panama,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,21 Jan 1993 (a)
Papua New Guinea,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Paraguay,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,18 Aug 2003 (a)
Peru,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Philippines,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,20 Sep 2006,20 Nov 2007
Poland,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,21 Mar 2000,25 Apr 2014
Portugal,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,13 Feb 1990,17 Oct 1990
Qatar,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Republic of Korea,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Republic of Moldova,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,20 Sep 2006 (a)
Romania,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,15 Mar 1990,27 Feb 1991
Russian Federation,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Rwanda,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,15 Dec 2008 (a)
Saint Kitts and Nevis,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Saint Lucia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Saint Vincent and the Grenadines,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Samoa,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
San Marino,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,26 Sep 2003,17 Aug 2004
Sao Tome and Principe,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,06 Sep 2000,10 Jan 2017
Saudi Arabia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Senegal,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Serbia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,06 Sep 2001 (a)
Seychelles,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,15 Dec 1994 (a)
Sierra Leone,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Singapore,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Slovakia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,22 Sep 1998,22 Jun 1999
Slovenia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,14 Sep 1993,10 Mar 1994
Solomon Islands,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Somalia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
South Africa,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,28 Aug 2002 (a)
South Sudan,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Spain,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,23 Feb 1990,11 Apr 1991
Sri Lanka,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
State of Palestine,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,18 Mar 2019 (a)
Sudan,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Suriname,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Sweden,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,13 Feb 1990,11 May 1990
Switzerland,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,16 Jun 1994 (a)
Syrian Arab Republic,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Tajikistan,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Thailand,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Timor-Leste,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,18 Sep 2003 (a)
Togo,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,14 Sep 2016 (a)
Tonga,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Trinidad and Tobago,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
